stat_id,player_id,team_id,season_id,games_played,games_started,rushing_yards,rushing_touchdowns,receiving_yards,receiving_touchdowns,kick_return_yards,fumbles,first_name,last_name,position,team_name,team_market
164,8091cd90-c601-11ee-a136-e78d78ebe5d6,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Kendal,Brown,DL,,
1096,66b90f65-a1b9-4cfc-8be8-10cee7955279,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Reuben,Fatheree,OL,,
726,58dfa520-4264-11f0-ae4b-5f7428cc98e8,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Chris,Joe,LB,,
356,14d37a20-5da7-11ef-8cbf-53bfea86c76b,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Hayden,Harlan,OL,,
968,0febff90-30d4-11f0-b2d4-015799b0b751,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Tiger,Riden,RB,,
228,b015e7e0-9421-11ec-a0a0-bfb4bc95dfd2,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Jayden,McGowan,WR,,
68,370cf600-c600-11ee-a136-e78d78ebe5d6,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Grant,Laskey,TE,,
790,8b283ac0-55f6-11ef-9fab-1b5da905edda,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Ronnie,Mageo,DL,,
470,68034870-9003-11ec-8556-6fa97bcffaf0,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Gabe,Peterson,DE,,
260,cfa89717-fbc0-4409-9f8c-8ba6d9cadc2e,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Shay,Taylor,LB,,
502,7dde36e0-3233-11ee-9cf4-b99040ba6229,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Myles,Libman,WR,,
292,e95d1110-1ac7-11f0-9641-7701edd10ae5,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Devin,Ancrum,DL,,
1091,64c1f5f0-9cda-11ed-8450-073f5137ec67,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Will,Lee,CB,,
351,0d6d4900-6a71-11f0-a67b-953f53eacb27,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Raylon,Carter,DL,,
963,0a60d230-37c0-11ee-8aad-e574e8ef7217,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Ronnie,Crosby,RB,,
223,adab0510-edf9-11ee-b710-69770d9d52d5,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Connor,Adair,TE,,
995,1fdfe7e0-68f1-11f0-bb08-7d75260c62f7,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Jeremiah,Searcy,LB,,
415,4639c480-5da6-11ef-a192-57910f6f9546,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Max,Dean,P,,
255,cf09b3b0-0ad7-11ee-b11a-011e268a3a23,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Cheick,Kaba,DL,,
1187,9a6337c0-850f-11ec-b84d-a909c14fc4b8,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Le'Veon,Moss,RB,,
867,bc9211c0-427d-11f0-bb14-959b9fa4cf5e,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Kache,Kaio,TE,,
657,1b9d2920-4265-11f0-adcd-4f32db775f76,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Ty,Olsen,WR,,
287,e5ca1080-5dc9-11f0-a5ce-0d2d9b9c0ab7,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Dallas,Shirley,OL,,
689,3bdda240-426b-11f0-ad04-a5717f1bc1e7,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Kone,Aumua-Uiagalelei,DT,,
529,9bf30800-7155-11f0-9c8d-157c2ed57168,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Carson,Su'esu'e,TE,,
1304,fb41d7a0-30dc-11f0-b2d4-015799b0b751,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Nelson,McGuire,OL,,
1278,e2d23aa0-9447-11ec-adaa-8df9ab712ef8,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Houston,Thomas,TE,,
958,09e36060-f893-11ec-8190-074ed0b20d38,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Preston,Landis,RB,,
748,67575191-4ef4-417a-bcc6-a0820dfe5f67,0,754e4990-efc7-11ef-bb2a-5d2d22b9215e,0,0,0,0,0,0,0,0,Noah,Avinger,CB,,
